hospital,Q1_total number of tested patients,Q1_total number of specimes,Q1_number of patients_S. aureus,Q1_isolation rate_S. aureus,Q1_number of patients_S. pneumoniae,Q1_isolation rate_S. pneumoniae,Q1_number of patients_E. coli,Q1_isolation rate_E. coli,Q1_number of patients_K. pneumoniae,Q1_isolation rate_K. pneumoniae,Q1_number of patients_P. aeruginosa,Q1_isolation rate_P. aeruginosa,Q1_number of patients_MRSA,Q1_isolation rate_MRSA,Q1_number of patients_PRSP,Q1_isolation rate_PRSP,Q1_number of patients_CRP,Q1_isolation rate_CRP,Q1_number of patients_3GCRKP,Q1_isolation rate_3GCRKP,Q1_number of patients_3GCREC,Q1_isolation rate_3GCREC,Q2_total number of tested patients,Q2_total number of specimens,Q2_total number of isolation,Q2_number of patients_S. aureus,Q2_isolation rate_S. aureus,Q2_number of patients_S. pneumoniae,Q2_isolation rate_S. pneumoniae,Q2_number of patients_E. coli,Q2_isolation rate_E. coli,Q2_number of patients_K. pneumoniae,Q2_isolation rate_K. pneumoniae,Q2_number of patients_P. aeruginosa,Q2_isolation rate_P. aeruginosa,Q2_number of patients_MRSA,Q2_isolation rate_MRSA,Q2_number of patients_PRSP,Q2_isolation rate_PRSP,Q2_number of patients_CRP,Q2_isolation rate_CRP,Q2_number of patients_3GCRKP,Q2_isolation rate_3GCRKP,Q2_number of patients_3GCREC,Q2_isolation rate_3GCREC,Q3_total number of tested patients,total number of specimes,total number of isolation,Q3_number of patients_S. aureus,Q3_isolation rate_S. aureus,Q3_number of patients_S. pneumoniae,Q3_isolation rate_S. pneumoniae,Q3_number of patients_E. coli,Q3_isolation rate_E. coli,Q3_number of patients_K. pneumoniae,Q3_isolation rate_K. pneumoniae,Q3_number of patients_P. aeruginosa,Q3_isolation rate_P. aeruginosa,Q3_number of patients_MRSA,Q3_isolation rate_MRSA,Q3_number of patients_PRSP,Q3_isolation rate_PRSP,Q3_number of patients_CRP,Q3_isolation rate_CRP,Q3_number of patients_3GCRKP,Q3_isolation rate_3GCRKP,Q3_number of patients_3GCREC,Q3_isolation rate_3GCREC
355,597,1601,44,0.0737,2,0.0034,84,0.1407,22,0.0369,24,0.0402,19,0.0318,0,0,2,0.0034,3,0.005,25,0.0419,544,1251,611,46,0.0846,1,0.0018,67,0.1232,22,0.0404,30,0.0551,24,0.0441,0,0,2,0.0037,1,0.0018,14,0.0257,41,81,62,4,0.0976,0,0,11,0.2683,2,0.0488,7,0.1707,1,0.0244,0,0,0,0,0,0,3,0.0732
356,787,1941,68,0.0864,3,0.0038,84,0.1067,12,0.0152,24,0.0305,27,0.0343,2,0.0025,3,0.0038,0,0,18,0.0229,702,1646,877,44,0.0627,3,0.0043,63,0.0897,22,0.0313,14,0.0199,22,0.0313,1,0.0014,1,0.0014,1,0.0014,20,0.0285,112,233,144,17,0.1518,1,0.0089,23,0.2054,14,0.125,10,0.0893,7,0.0625,1,0.0089,0,0,0,0,0,0
357,479,1242,22,0.0459,2,0.0042,47,0.0981,11,0.023,24,0.0501,12,0.0251,0,0,0,0,0,0,7,0.0146,404,1030,685,21,0.052,0,0,49,0.1213,17,0.0421,14,0.0347,10,0.0248,0,0,1,0.0025,0,0,8,0.0198,189,355,543,47,0.2487,1,0.0053,19,0.1005,15,0.0794,50,0.2646,40,0.2116,1,0.0053,5,0.0265,0,0,2,0.0106
358,176,363,19,0.108,3,0.017,27,0.1534,12,0.0682,7,0.0398,13,0.0739,2,0.0114,1,0.0057,1,0.0057,14,0.0795,142,304,282,29,0.2042,0,0,22,0.1549,6,0.0423,9,0.0634,18,0.1268,0,0,0,0,0,0,8,0.0563,337,693,443,31,0.092,0,0,64,0.1899,21,0.0623,17,0.0504,14,0.0415,0,0,5,0.0148,1,0.003,17,0.0504
359,244,565,40,0.1639,1,0.0041,42,0.1721,19,0.0779,8,0.0328,20,0.082,1,0.0041,0,0,0,0,9,0.0369,233,562,434,22,0.0944,1,0.0043,51,0.2189,20,0.0858,10,0.0429,12,0.0515,1,0.0043,0,0,0,0,12,0.0515,726,1836,971,51,0.0702,0,0,69,0.095,31,0.0427,21,0.0289,19,0.0262,0,0,4,0.0055,3,0.0041,8,0.011
360,116,273,16,0.1379,2,0.0172,16,0.1379,5,0.0431,5,0.0431,13,0.1121,0,0,0,0,1,0.0086,6,0.0517,104,256,116,10,0.0962,2,0.0192,17,0.1635,13,0.125,6,0.0577,6,0.0577,1,0.0096,1,0.0096,1,0.0096,5,0.0481,105,177,196,8,0.0762,1,0.0095,15,0.1429,14,0.1333,4,0.0381,3,0.0286,0,0,0,0,2,0.019,7,0.0667
361,226,500,45,0.1991,0,0,66,0.292,17,0.0752,9,0.0398,17,0.0752,0,0,0,0,0,0,7,0.031,189,383,441,21,0.1111,1,0.0053,42,0.2222,19,0.1005,6,0.0317,9,0.0476,0,0,0,0,1,0.0053,9,0.0476,232,527,361,28,0.1207,0,0,28,0.1207,21,0.0905,13,0.056,11,0.0474,0,0,1,0.0043,0,0,10,0.0431
362,235,643,28,0.1191,1,0.0043,43,0.183,13,0.0553,11,0.0468,7,0.0298,1,0.0043,1,0.0043,1,0.0043,10,0.0426,208,556,232,13,0.0625,2,0.0096,42,0.2019,18,0.0865,7,0.0337,6,0.0288,0,0,1,0.0048,0,0,10,0.0481,134,308,124,9,0.0672,0,0,28,0.209,6,0.0448,7,0.0522,8,0.0597,0,0,0,0,1,0.0075,9,0.0672
363,306,656,16,0.0523,2,0.0065,46,0.1503,11,0.0359,15,0.049,5,0.0163,1,0.0033,4,0.0131,0,0,13,0.0425,283,619,333,26,0.0919,0,0,49,0.1731,8,0.0283,9,0.0318,11,0.0389,0,0,0,0,1,0.0035,11,0.0389,223,504,611,36,0.1614,1,0.0045,61,0.2735,31,0.139,7,0.0314,16,0.0717,0,0,0,0,0,0,17,0.0762
364,399,1095,101,0.2531,4,0.01,34,0.0852,10,0.0251,24,0.0602,57,0.1429,1,0.0025,2,0.005,1,0.0025,10,0.0251,420,1156,1290,116,0.2762,1,0.0024,53,0.1262,17,0.0405,22,0.0524,59,0.1405,0,0,5,0.0119,6,0.0143,12,0.0286,189,487,234,11,0.0582,0,0,35,0.1852,16,0.0847,7,0.037,3,0.0159,0,0,0,0,1,0.0053,5,0.0265
365,202,585,37,0.1832,10,0.0495,47,0.2327,10,0.0495,16,0.0792,21,0.104,4,0.0198,1,0.005,1,0.005,7,0.0347,185,433,407,34,0.1838,4,0.0216,37,0.2,16,0.0865,14,0.0757,14,0.0757,1,0.0054,0,0,0,0,6,0.0324,297,616,341,19,0.064,0,0,32,0.1077,13,0.0438,8,0.0269,11,0.037,0,0,0,0,1,0.0034,2,0.0067
366,383,1268,40,0.1044,0,0,59,0.154,23,0.0601,23,0.0601,25,0.0653,0,0,3,0.0078,0,0,17,0.0444,345,1142,688,33,0.0957,0,0,61,0.1768,24,0.0696,25,0.0725,24,0.0696,0,0,2,0.0058,0,0,16,0.0464,450,1233,1634,129,0.2867,2,0.0044,56,0.1244,40,0.0889,54,0.12,68,0.1511,2,0.0044,3,0.0067,4,0.0089,10,0.0222
367,103,185,21,0.2039,0,0,35,0.3398,10,0.0971,16,0.1553,18,0.1748,0,0,0,0,4,0.0388,12,0.1165,106,219,214,14,0.1321,2,0.0189,33,0.3113,7,0.066,11,0.1038,9,0.0849,0,0,1,0.0094,0,0,14,0.1321,163,408,410,27,0.1656,4,0.0245,33,0.2025,10,0.0613,25,0.1534,15,0.092,1,0.0061,0,0,0,0,12,0.0736
368,41,64,5,0.122,0,0,14,0.3415,1,0.0244,3,0.0732,2,0.0488,0,0,0,0,0,0,4,0.0976,55,97,95,10,0.1818,0,0,14,0.2545,6,0.1091,6,0.1091,7,0.1273,0,0,0,0,1,0.0182,5,0.0909,354,1141,798,38,0.1073,0,0,63,0.178,37,0.1045,32,0.0904,24,0.0678,0,0,3,0.0085,0,0,12,0.0339
369,681,2384,83,0.1219,12,0.0176,95,0.1395,29,0.0426,43,0.0631,42,0.0617,8,0.0117,3,0.0044,2,0.0029,6,0.0088,587,2193,1901,70,0.1193,4,0.0068,78,0.1329,37,0.063,35,0.0596,37,0.063,2,0.0034,3,0.0051,1,0.0017,14,0.0239,70,130,149,9,0.1286,0,0,19,0.2714,14,0.2,16,0.2286,2,0.0286,0,0,2,0.0286,1,0.0143,6,0.0857
370,417,1061,62,0.1487,2,0.0048,88,0.211,32,0.0767,26,0.0624,41,0.0983,0,0,2,0.0048,3,0.0072,14,0.0336,408,1159,1192,71,0.174,3,0.0074,79,0.1936,19,0.0466,29,0.0711,34,0.0833,0,0,9,0.0221,2,0.0049,19,0.0466,38,95,76,7,0.1842,0,0,10,0.2632,9,0.2368,1,0.0263,5,0.1316,0,0,0,0,2,0.0526,3,0.0789
371,435,1196,33,0.0759,3,0.0069,48,0.1103,31,0.0713,12,0.0276,15,0.0345,2,0.0046,1,0.0023,2,0.0046,9,0.0207,363,1062,564,28,0.0771,1,0.0028,36,0.0992,20,0.0551,11,0.0303,19,0.0523,0,0,2,0.0055,0,0,9,0.0248,650,2247,2026,70,0.1077,6,0.0092,83,0.1277,46,0.0708,36,0.0554,39,0.06,3,0.0046,3,0.0046,2,0.0031,1,0.0015
372,517,1232,61,0.118,8,0.0155,64,0.1238,19,0.0368,32,0.0619,29,0.0561,4,0.0077,3,0.0058,2,0.0039,12,0.0232,513,1276,745,65,0.1267,10,0.0195,56,0.1092,17,0.0331,25,0.0487,29,0.0565,3,0.0058,0,0,0,0,11,0.0214,444,1082,1132,62,0.1396,1,0.0023,92,0.2072,24,0.0541,37,0.0833,38,0.0856,1,0.0023,7,0.0158,0,0,14,0.0315
373,347,903,124,0.3573,2,0.0058,74,0.2133,43,0.1239,176,0.5072,110,0.317,0,0,34,0.098,23,0.0663,36,0.1037,358,876,1500,101,0.2821,1,0.0028,80,0.2235,50,0.1397,205,0.5726,86,0.2402,1,0.0028,36,0.1006,24,0.067,38,0.1061,414,1068,519,27,0.0652,0,0,46,0.1111,23,0.0556,18,0.0435,13,0.0314,0,0,5,0.0121,0,0,10,0.0242
374,233,586,34,0.1459,2,0.0086,20,0.0858,14,0.0601,4,0.0172,17,0.073,0,0,0,0,1,0.0043,5,0.0215,205,527,401,18,0.0878,0,0,34,0.1659,8,0.039,8,0.039,11,0.0537,0,0,0,0,0,0,6,0.0293,552,1598,848,67,0.1214,3,0.0054,52,0.0942,26,0.0471,33,0.0598,32,0.058,2,0.0036,4,0.0072,3,0.0054,17,0.0308
375,138,299,12,0.087,4,0.029,28,0.2029,13,0.0942,7,0.0507,7,0.0507,0,0,1,0.0072,0,0,9,0.0652,155,339,190,15,0.0968,0,0,32,0.2065,12,0.0774,8,0.0516,13,0.0839,0,0,1,0.0065,1,0.0065,14,0.0903,325,827,1415,62,0.1908,0,0,70,0.2154,40,0.1231,187,0.5754,52,0.16,0,0,42,0.1292,14,0.0431,31,0.0954
376,490,2081,64,0.1306,6,0.0122,62,0.1265,27,0.0551,22,0.0449,27,0.0551,2,0.0041,3,0.0061,0,0,11,0.0224,407,1618,878,60,0.1474,1,0.0025,44,0.1081,18,0.0442,20,0.0491,21,0.0516,1,0.0025,0,0,0,0,6,0.0147,232,621,469,25,0.1078,0,0,23,0.0991,16,0.069,9,0.0388,7,0.0302,0,0,0,0,0,0,7,0.0302
377,395,1076,46,0.1165,0,0,103,0.2608,7,0.0177,10,0.0253,15,0.038,0,0,1,0.0025,1,0.0025,2,0.0051,331,857,482,27,0.0816,0,0,21,0.0634,11,0.0332,6,0.0181,11,0.0332,0,0,0,0,0,0,0,0,159,312,205,18,0.1132,0,0,40,0.2516,10,0.0629,16,0.1006,8,0.0503,0,0,2,0.0126,0,0,17,0.1069
378,181,699,18,0.0994,1,0.0055,28,0.1547,4,0.0221,7,0.0387,8,0.0442,0,0,0,0,0,0,0,0,180,601,432,30,0.1667,0,0,36,0.2,7,0.0389,9,0.05,14,0.0778,0,0,0,0,0,0,0,0,460,1936,984,60,0.1304,0,0,51,0.1109,30,0.0652,22,0.0478,33,0.0717,0,0,0,0,1,0.0022,6,0.013
379,187,351,15,0.0802,1,0.0053,23,0.123,6,0.0321,31,0.1658,13,0.0695,0,0,18,0.0963,2,0.0107,10,0.0535,174,346,232,24,0.1379,0,0,14,0.0805,11,0.0632,43,0.2471,20,0.1149,0,0,23,0.1322,6,0.0345,9,0.0517,344,954,645,30,0.0872,0,0,21,0.061,18,0.0523,7,0.0203,13,0.0378,0,0,0,0,0,0,0,0
380,289,828,44,0.1522,0,0,34,0.1176,20,0.0692,19,0.0657,22,0.0761,0,0,2,0.0069,3,0.0104,2,0.0069,272,756,400,44,0.1618,0,0,35,0.1287,24,0.0882,14,0.0515,22,0.0809,0,0,0,0,2,0.0074,10,0.0368,190,596,344,17,0.0895,0,0,41,0.2158,11,0.0579,9,0.0474,9,0.0474,0,0,0,0,0,0,0,0
381,975,4577,175,0.1795,4,0.0041,136,0.1395,40,0.041,72,0.0738,70,0.0718,2,0.0021,10,0.0103,1,0.001,19,0.0195,893,4016,3924,130,0.1456,5,0.0056,137,0.1534,33,0.037,49,0.0549,43,0.0482,2,0.0022,2,0.0022,3,0.0034,15,0.0168,155,308,250,28,0.1806,0,0,24,0.1548,8,0.0516,45,0.2903,22,0.1419,0,0,20,0.129,3,0.0194,16,0.1032
382,139,388,13,0.0935,1,0.0072,25,0.1799,6,0.0432,6,0.0432,6,0.0432,1,0.0072,1,0.0072,0,0,6,0.0432,142,392,229,19,0.1338,0,0,33,0.2324,6,0.0423,7,0.0493,9,0.0634,0,0,0,0,0,0,7,0.0493,278,746,440,32,0.1151,0,0,37,0.1331,27,0.0971,16,0.0576,14,0.0504,0,0,3,0.0108,1,0.0036,6,0.0216
383,159,271,24,0.1509,4,0.0252,7,0.044,8,0.0503,15,0.0943,12,0.0755,2,0.0126,4,0.0252,1,0.0063,1,0.0063,156,282,402,31,0.1987,1,0.0064,18,0.1154,10,0.0641,22,0.141,19,0.1218,0,0,7,0.0449,1,0.0064,10,0.0641,1007,3827,2723,133,0.1321,2,0.002,95,0.0943,41,0.0407,53,0.0526,77,0.0765,1,0.001,4,0.004,5,0.005,13,0.0129
384,182,370,19,0.1044,0,0,30,0.1648,11,0.0604,5,0.0275,15,0.0824,0,0,0,0,0,0,10,0.0549,183,426,255,15,0.082,1,0.0055,27,0.1475,8,0.0437,11,0.0601,8,0.0437,0,0,0,0,1,0.0055,6,0.0328,165,517,243,30,0.1818,1,0.0061,24,0.1455,9,0.0545,11,0.0667,18,0.1091,0,0,0,0,1,0.0061,7,0.0424
385,174,391,27,0.1552,1,0.0057,21,0.1207,8,0.046,6,0.0345,10,0.0575,0,0,0,0,0,0,3,0.0172,150,353,212,21,0.14,1,0.0067,19,0.1267,4,0.0267,7,0.0467,11,0.0733,1,0.0067,0,0,0,0,3,0.02,173,314,463,27,0.1561,5,0.0289,14,0.0809,23,0.1329,29,0.1676,13,0.0751,2,0.0116,6,0.0347,3,0.0173,6,0.0347
386,265,548,37,0.1396,5,0.0189,47,0.1774,28,0.1057,15,0.0566,12,0.0453,0,0,1,0.0038,1,0.0038,6,0.0226,221,532,451,20,0.0905,1,0.0045,47,0.2127,13,0.0588,5,0.0226,6,0.0271,0,0,1,0.0045,0,0,8,0.0362,205,501,261,28,0.1366,0,0,21,0.1024,12,0.0585,16,0.078,18,0.0878,0,0,2,0.0098,0,0,3,0.0146
387,407,567,63,0.1548,5,0.0123,11,0.027,5,0.0123,18,0.0442,16,0.0393,0,0,5,0.0123,0,0,2,0.0049,366,500,310,51,0.1393,1,0.0027,19,0.0519,9,0.0246,8,0.0219,15,0.041,0,0,1,0.0027,0,0,4,0.0109,148,371,247,12,0.0811,1,0.0068,22,0.1486,9,0.0608,12,0.0811,5,0.0338,1,0.0068,0,0,0,0,4,0.027
388,850,3327,115,0.1353,0,0,126,0.1482,98,0.1153,70,0.0824,64,0.0753,0,0,6,0.0071,7,0.0082,26,0.0306,800,3301,2278,114,0.1425,4,0.005,114,0.1425,94,0.1175,80,0.1,51,0.0638,2,0.0025,9,0.0113,12,0.015,23,0.0288,205,519,479,25,0.122,0,0,33,0.161,18,0.0878,19,0.0927,8,0.039,0,0,1,0.0049,0,0,5,0.0244
389,730,2385,62,0.0849,15,0.0205,76,0.1041,23,0.0315,58,0.0795,42,0.0575,9,0.0123,8,0.011,0,0,17,0.0233,537,1732,767,48,0.0894,11,0.0205,63,0.1173,27,0.0503,47,0.0875,36,0.067,3,0.0056,0,0,0,0,26,0.0484,478,641,450,78,0.1632,5,0.0105,27,0.0565,15,0.0314,19,0.0397,18,0.0377,1,0.0021,1,0.0021,0,0,8,0.0167
390,1058,3875,96,0.0907,11,0.0104,116,0.1096,57,0.0539,80,0.0756,42,0.0397,9,0.0085,5,0.0047,6,0.0057,24,0.0227,947,3468,1176,67,0.0707,6,0.0063,109,0.1151,53,0.056,54,0.057,33,0.0348,6,0.0063,1,0.0011,1,0.0011,26,0.0275,835,3254,2061,115,0.1377,3,0.0036,121,0.1449,87,0.1042,86,0.103,62,0.0743,2,0.0024,13,0.0156,7,0.0084,38,0.0455
391,181,416,20,0.1105,1,0.0055,17,0.0939,24,0.1326,26,0.1436,14,0.0773,0,0,1,0.0055,7,0.0387,5,0.0276,141,320,160,8,0.0567,1,0.0071,10,0.0709,19,0.1348,22,0.156,4,0.0284,0,0,3,0.0213,2,0.0142,2,0.0142,578,1718,760,47,0.0813,9,0.0156,83,0.1436,34,0.0588,37,0.064,28,0.0484,8,0.0138,3,0.0052,3,0.0052,29,0.0502
392,882,3109,79,0.0896,8,0.0091,68,0.0771,52,0.059,49,0.0556,53,0.0601,1,0.0011,2,0.0023,11,0.0125,13,0.0147,788,2999,862,68,0.0863,7,0.0089,62,0.0787,26,0.033,53,0.0673,52,0.066,3,0.0038,2,0.0025,4,0.0051,21,0.0266,919,3131,891,65,0.0707,8,0.0087,74,0.0805,51,0.0555,54,0.0588,43,0.0468,2,0.0022,2,0.0022,3,0.0033,23,0.025
393,396,1020,47,0.1187,4,0.0101,37,0.0934,22,0.0556,26,0.0657,4,0.0101,2,0.0051,1,0.0025,0,0,9,0.0227,362,970,473,31,0.0856,2,0.0055,37,0.1022,28,0.0773,31,0.0856,11,0.0304,1,0.0028,1,0.0028,2,0.0055,3,0.0083,405,1081,488,27,0.0667,3,0.0074,40,0.0988,26,0.0642,39,0.0963,11,0.0272,3,0.0074,1,0.0025,0,0,11,0.0272
